medicago;soybean_id;soybean;lotus;faba;arabidopsis;maize
MtrunA17_Chr8g0368531;KRH07466;Glyma.16G091200;LotjaGi2g1v0287100;NA;NA;NA
MtrunA17_Chr8g0368671;KRH07626;Glyma.16G099500;LotjaGi4g1v0152900;Vfaba.Hedin2.R2.4g024946;AT3G25597.1;Zm00001eb188590_P001
MtrunA17_Chr8g0368681;KRH07627;Glyma.16G099600;LotjaGi4g1v0152800;Vfaba.Hedin2.R2.4g024944;AT3G25600.1;Zm00001eb296740_P001
MtrunA17_Chr8g0368681;KRH07628;Glyma.16G099600;LotjaGi4g1v0152800;Vfaba.Hedin2.R2.4g024944;AT3G25600.1;Zm00001eb296740_P001
MtrunA17_Chr8g0368691;KRH45394;Glyma.08G268900;LotjaGi2g1v0284300;Vfaba.Hedin2.R2.4g024941;AT1G68710.1;NA
MtrunA17_Chr8g0368701;KRH59581;Glyma.05G192300;LotjaGi4g1v0152200;Vfaba.Hedin2.R2.1g009903;AT3G22142.1;NA
MtrunA17_Chr8g0368741;KRH71113;Glyma.02G130200;LotjaGi2g1v0284100;Vfaba.Hedin2.R2.4g024939;AT1G68740.1;Zm00001eb281630_P001
MtrunA17_Chr8g0368751;KRH08074;Glyma.16G128300;LotjaGi4g1v0151700;Vfaba.Hedin2.R2.4g024936;AT2G36960.2;Zm00001eb399030_P003
MtrunA17_Chr8g0368761;KRH36816;Glyma.09G025300;LotjaGi2g1v0077900_LC;Vfaba.Hedin2.R2.1g009762;AT3G03300.1;Zm00001eb219690_P002
MtrunA17_Chr8g0368761;KRH36817;Glyma.09G025300;LotjaGi2g1v0077900_LC;Vfaba.Hedin2.R2.1g009762;AT3G03300.1;Zm00001eb219690_P002
MtrunA17_Chr8g0368801;KRH07632;Glyma.16G099800;LotjaGi2g1v0057200;Vfaba.Hedin2.R2.4g024931;AT1G26120.1;Zm00001eb227410_P002
MtrunA17_Chr8g0368831;KRH45389;Glyma.08G268400;NA;NA;NA;NA
MtrunA17_Chr8g0368861;KRH07635;Glyma.16G100100;LotjaGi4g1v0151500;Vfaba.Hedin2.R2.4g024930;AT2G37870.1;NA
MtrunA17_Chr8g0368891;KRH45388;Glyma.08G268300;LotjaGi4g1v0151400;Vfaba.Hedin2.R2.4g024929;AT3G16890.1;Zm00001eb028360_P004
MtrunA17_Chr8g0368931;KRH65915;Glyma.03G070100;LotjaGi3g1v0228400;Vfaba.Hedin2.R2.4g024925;AT2G37770.2;Zm00001eb148000_P001
MtrunA17_Chr8g0368961;KRH07639;Glyma.16G100400;NA;Vfaba.Hedin2.R2.4g024920;AT2G02100.1;Zm00001eb002390_P001
MtrunA17_Chr8g0368981;KRH07640;Glyma.16G100500;LotjaGi4g1v0151000;Vfaba.Hedin2.R2.4g024917;AT1G14570.1;Zm00001eb433390_P001
MtrunA17_Chr8g0369011;KRH07548;Glyma.16G094100;NA;NA;NA;NA
MtrunA17_Chr8g0369031;KRH07550;Glyma.16G094300;LotjaGi4g1v0150700_LC;NA;NA;NA
MtrunA17_Chr8g0369041;KRH45305;Glyma.08G264100;LotjaGi4g1v0150600;Vfaba.Hedin2.R2.4g024913;AT2G34900.1;NA
MtrunA17_Chr8g0369051;KRH07552;Glyma.16G094400;LotjaGi4g1v0149900;Vfaba.Hedin2.R2.4g024912;AT4G20300.2;Zm00001eb156700_P001
MtrunA17_Chr8g0369061;KRH07553;Glyma.16G094500;LotjaGi4g1v0149700;Vfaba.Hedin2.R2.4g024911;AT1G30825.1;Zm00001eb116800_P002
MtrunA17_Chr8g0369071;RCW18969;Glyma.16G096000;LotjaGi4g1v0149600;Vfaba.Hedin2.R2.4g024910;AT4G20310.2;Zm00001eb158090_P004
MtrunA17_Chr8g0369081;KRH45314;Glyma.08G264800;LotjaGi4g1v0149400;Vfaba.Hedin2.R2.4g024889;AT1G30820.1;NA
MtrunA17_Chr8g0369091;KRH07591;Glyma.16G096600;LotjaGi4g1v0149200;Vfaba.Hedin2.R2.4g024892;AT5G58140.1;Zm00001eb042710_P003
MtrunA17_Chr8g0369091;RCW19292;Glyma.08G264900;LotjaGi4g1v0149200;NA;NA;NA
MtrunA17_Chr8g0369091;RCW19293;Glyma.08G264900;LotjaGi4g1v0149200;NA;NA;NA
MtrunA17_Chr8g0369091;RCW19294;Glyma.08G264900;LotjaGi4g1v0149200;NA;NA;NA
MtrunA17_Chr8g0369091;RCW19295;Glyma.08G264900;LotjaGi4g1v0149200;NA;NA;NA
MtrunA17_Chr8g0369101;KRH07593;Glyma.16G096700;LotjaGi4g1v0148300;Vfaba.Hedin2.R2.4g024894;NA;Zm00001eb066950_P001
MtrunA17_Chr8g0369111;KRH45331;Glyma.08G265200;LotjaGi4g1v0148500;Vfaba.Hedin2.R2.4g024895;AT4G26470.1;Zm00001eb388550_P001
MtrunA17_Chr8g0369111;KRH45332;Glyma.08G265200;LotjaGi4g1v0148500;Vfaba.Hedin2.R2.4g024895;AT4G26470.1;Zm00001eb388550_P001
MtrunA17_Chr8g0369121;KRH45333;Glyma.08G265300;LotjaGi4g1v0148600;Vfaba.Hedin2.R2.4g024897;AT5G25060.1;Zm00001eb233960_P001
MtrunA17_Chr8g0369121;KRH45334;Glyma.08G265300;LotjaGi4g1v0148600;Vfaba.Hedin2.R2.4g024897;AT5G25060.1;Zm00001eb233960_P001
MtrunA17_Chr8g0369121;KRH45335;Glyma.08G265300;LotjaGi4g1v0148600;Vfaba.Hedin2.R2.4g024897;AT5G25060.1;Zm00001eb233960_P001
MtrunA17_Chr8g0369121;KRH45336;Glyma.08G265300;LotjaGi4g1v0148600;Vfaba.Hedin2.R2.4g024897;AT5G25060.1;Zm00001eb233960_P001
MtrunA17_Chr8g0369131;KRH45340;Glyma.08G265400;LotjaGi4g1v0148700;Vfaba.Hedin2.R2.4g024898;AT5G47860.1;Zm00001eb084350_P001
MtrunA17_Chr8g0369171;KRH07568;Glyma.16G095100;LotjaGi4g1v0148900;Vfaba.Hedin2.R2.4g024901;AT1G32080.1;Zm00001eb025160_P001
MtrunA17_Chr8g0369191;KRH07566;Glyma.16G095000;LotjaGi4g1v0148200;Vfaba.Hedin2.R2.4g024902;NA;NA
MtrunA17_Chr8g0369191;KRH07567;Glyma.16G095000;LotjaGi4g1v0148200;Vfaba.Hedin2.R2.4g024902;NA;NA
MtrunA17_Chr8g0369201;KRH45358;Glyma.08G266400;LotjaGi4g1v0148100;Vfaba.Hedin2.R2.4g024903;AT5G11680.1;Zm00001eb318180_P001
MtrunA17_Chr8g0369211;KRH07654;Glyma.16G101800;LotjaGi4g1v0147900;Vfaba.Hedin2.R2.4g024904;AT1G79620.1;Zm00001eb015720_P001
MtrunA17_Chr8g0369211;KRH07655;Glyma.16G101800;LotjaGi4g1v0147900;Vfaba.Hedin2.R2.4g024904;AT1G79620.1;Zm00001eb015720_P001
MtrunA17_Chr8g0369241;KRH07651;Glyma.16G101500;LotjaGi4g1v0147600;Vfaba.Hedin2.R2.4g025078;AT5G35980.1;Zm00001eb251910_P006
MtrunA17_Chr8g0369281;KRH45363;Glyma.08G266700;LotjaGi4g1v0147400;NA;NA;NA
MtrunA17_Chr8g0369281;KRH45364;Glyma.08G266700;LotjaGi4g1v0147400;NA;NA;NA
MtrunA17_Chr8g0369291;KRH07662;Glyma.16G102400;LotjaGi4g1v0147100;Vfaba.Hedin2.R2.4g025081;NA;NA
MtrunA17_Chr8g0369351;KRH07673;Glyma.16G103400;NA;NA;NA;NA
MtrunA17_Chr8g0369351;KRH07672;Glyma.16G103400;NA;NA;NA;NA
MtrunA17_Chr8g0369361;KRH07674;Glyma.16G103500;LotjaGi4g1v0146500;Vfaba.Hedin2.R2.4g025086;AT4G19020.1;NA
MtrunA17_Chr8g0369371;KRH07677;Glyma.16G103700;NA;Vfaba.Hedin2.R2.4g025087;NA;NA
MtrunA17_Chr8g0369381;KRH07678;Glyma.16G103800;LotjaGi4g1v0146300;NA;NA;NA
MtrunA17_Chr8g0369391;KRH07679;Glyma.16G103900;LotjaGi4g1v0146200;Vfaba.Hedin2.R2.4g025088;NA;NA
MtrunA17_Chr8g0369411;KRH07682;Glyma.16G104000;LotjaGi4g1v0145800;Vfaba.Hedin2.R2.4g025089;NA;NA
MtrunA17_Chr8g0369411;KRH07683;Glyma.16G104000;LotjaGi4g1v0145800;Vfaba.Hedin2.R2.4g025089;NA;NA
MtrunA17_Chr8g0369431;KRH07690;Glyma.16G104300;LotjaGi4g1v0145600;Vfaba.Hedin2.R2.4g025090;AT4G19070.1;NA
MtrunA17_Chr8g0369441;KRH07692;Glyma.16G104500;LotjaGi1g1v0364400_LC;Vfaba.Hedin2.R2.4g025098;AT1G31880.1;NA
MtrunA17_Chr8g0369441;KRH07693;Glyma.16G104500;LotjaGi1g1v0364400_LC;Vfaba.Hedin2.R2.4g025098;AT1G31880.1;NA
MtrunA17_Chr8g0369451;KRH07697;Glyma.16G104600;NA;Vfaba.Hedin2.R2.4g025099;NA;Zm00001eb251700_P001
MtrunA17_Chr8g0369461;KRH07702;Glyma.16G105100;LotjaGi4g1v0145300_LC;Vfaba.Hedin2.R2.4g025101;NA;NA
MtrunA17_Chr8g0369471;KRH07703;Glyma.16G105200;LotjaGi4g1v0145300_LC;Vfaba.Hedin2.R2.4g025102;AT5G48340.1;Zm00001eb144730_P005
MtrunA17_Chr8g0369471;KRH07704;Glyma.16G105200;LotjaGi4g1v0145300_LC;Vfaba.Hedin2.R2.4g025102;AT5G48340.1;Zm00001eb144730_P005
MtrunA17_Chr8g0369481;KRH07205;Glyma.16G074700;LotjaGi4g1v0145200;NA;NA;NA
MtrunA17_Chr8g0369481;KRH07206;Glyma.16G074700;LotjaGi4g1v0145200;NA;NA;NA
MtrunA17_Chr8g0369481;KRH07207;Glyma.16G074700;LotjaGi4g1v0145200;NA;NA;NA
MtrunA17_Chr8g0369501;KRH09944;Glyma.15G019900;LotjaGi6g1v0181700;Vfaba.Hedin2.R2.2g011859;AT3G49730.1;Zm00001eb055980_P001
MtrunA17_Chr8g0369551;KRH07709;Glyma.16G105400;LotjaGi4g1v0144800;Vfaba.Hedin2.R2.4g025105;NA;NA
MtrunA17_Chr8g0369541;KRH07709;Glyma.16G105400;NA;Vfaba.Hedin2.R2.4g025105;NA;NA
MtrunA17_Chr8g0369551;KRH07710;Glyma.16G105400;LotjaGi4g1v0144800;Vfaba.Hedin2.R2.4g025105;NA;NA
MtrunA17_Chr8g0369541;KRH07710;Glyma.16G105400;NA;Vfaba.Hedin2.R2.4g025105;NA;NA
MtrunA17_Chr8g0369571;KRH07228;Glyma.16G075300;NA;NA;NA;NA
MtrunA17_Chr8g0369581;KRH07225;Glyma.16G075200;LotjaGi4g1v0144500;Vfaba.Hedin2.R2.4g025107;AT1G31410.1;Zm00001eb430350_P001
MtrunA17_Chr8g0369601;KRH07730;Glyma.16G106900;LotjaGi4g1v0144300;Vfaba.Hedin2.R2.4g025108;AT4G19460.1;NA
MtrunA17_Chr8g0369621;KRH07731;Glyma.16G107000;LotjaGi4g1v0144200;Vfaba.Hedin2.R2.4g025109;AT4G19450.1;NA
MtrunA17_Chr8g0369641;KRH06975;Glyma.16G058700;LotjaGi4g1v0144100;Vfaba.Hedin2.R2.4g025110;AT4G19440.1;Zm00001eb151970_P001
MtrunA17_Chr8g0369651;KRH07735;Glyma.16G107300;LotjaGi4g1v0144000;Vfaba.Hedin2.R2.4g025111;NA;NA
MtrunA17_Chr8g0369651;KRH07736;Glyma.16G107300;LotjaGi4g1v0144000;Vfaba.Hedin2.R2.4g025111;NA;NA
MtrunA17_Chr8g0369651;KRH07734;Glyma.16G107300;LotjaGi4g1v0144000;Vfaba.Hedin2.R2.4g025111;NA;NA
MtrunA17_Chr8g0369681;KRH07738;Glyma.16G107500;LotjaGi4g1v0143000;Vfaba.Hedin2.R2.4g025112;NA;NA
MtrunA17_Chr8g0369721;KRH07755;Glyma.16G108200;NA;Vfaba.Hedin2.R2.4g025114;NA;NA
MtrunA17_Chr8g0369761;KRH07762;Glyma.16G108900;LotjaGi4g1v0142500;NA;NA;NA
MtrunA17_Chr8g0369781;KRH07767;Glyma.16G109200;LotjaGi4g1v0142400;Vfaba.Hedin2.R2.4g025120;AT1G31730.1;Zm00001eb143480_P002
MtrunA17_Chr8g0369811;KRH07249;Glyma.16G076700;LotjaGi4g1v0141800;Vfaba.Hedin2.R2.4g025122;NA;NA
MtrunA17_Chr8g0369831;KRH07775;Glyma.16G109900;LotjaGi2g1v0349200;Vfaba.Hedin2.R2.4g025123;AT4G19200.1;Zm00001eb265760_P001
MtrunA17_Chr8g0369841;KRH07780;Glyma.16G110300;LotjaGi4g1v0141600;Vfaba.Hedin2.R2.4g025124;AT4G19185.1;Zm00001eb251980_P001
MtrunA17_Chr8g0369851;KRH07258;Glyma.16G077100;LotjaGi4g1v0141500;Vfaba.Hedin2.R2.4g025125;AT4G19180.1;Zm00001eb289880_P001
MtrunA17_Chr8g0369851;KRH07259;Glyma.16G077100;LotjaGi4g1v0141500;Vfaba.Hedin2.R2.4g025125;AT4G19180.1;Zm00001eb289880_P001
MtrunA17_Chr8g0369861;KRH39372;Glyma.09G195000;LotjaGi4g1v0141400;Vfaba.Hedin2.R2.4g025126;AT1G78690.1;Zm00001eb433110_P004
MtrunA17_Chr8g0369861;KRH39373;Glyma.09G195000;LotjaGi4g1v0141400;Vfaba.Hedin2.R2.4g025126;AT1G78690.1;Zm00001eb433110_P004
MtrunA17_Chr8g0369861;KRH39374;Glyma.09G195000;LotjaGi4g1v0141400;Vfaba.Hedin2.R2.4g025126;AT1G78690.1;Zm00001eb433110_P004
MtrunA17_Chr8g0369871;KRH39364;Glyma.09G195000;LotjaGi4g1v0141400;Vfaba.Hedin2.R2.4g025126;AT1G78690.1;Zm00001eb433110_P004
MtrunA17_Chr8g0369871;KRH39365;Glyma.09G195000;LotjaGi4g1v0141400;Vfaba.Hedin2.R2.4g025126;AT1G78690.1;Zm00001eb433110_P004
MtrunA17_Chr8g0369871;KRH39366;Glyma.09G195000;LotjaGi4g1v0141400;Vfaba.Hedin2.R2.4g025126;AT1G78690.1;Zm00001eb433110_P004
MtrunA17_Chr8g0369881;KRH39362;Glyma.09G194900;LotjaGi4g1v0141300;Vfaba.Hedin2.R2.4g025127;NA;NA
MtrunA17_Chr8g0369891;KRH39375;Glyma.09G195100;LotjaGi4g1v0141200;NA;NA;NA
MtrunA17_Chr8g0369901;KRH39378;Glyma.09G195300;NA;NA;NA;NA
MtrunA17_Chr8g0369951;KRH39380;Glyma.09G195400;LotjaGi4g1v0141000;Vfaba.Hedin2.R2.4g025136;AT3G51520.1;Zm00001eb188900_P002
MtrunA17_Chr8g0369961;KRH39385;Glyma.09G195600;LotjaGi4g1v0140700;NA;NA;NA
MtrunA17_Chr8g0369961;KRH39386;Glyma.09G195600;LotjaGi4g1v0140700;NA;NA;NA
MtrunA17_Chr8g0369981;KRH39390;Glyma.09G195800;LotjaGi3g1v0027700;Vfaba.Hedin2.R2.4g025138;AT5G63870.1;Zm00001eb035360_P001
MtrunA17_Chr8g0370001;KRH07822;Glyma.16G113000;LotjaGi4g1v0140100_LC;Vfaba.Hedin2.R2.4g025141;NA;NA
MtrunA17_Chr8g0370031;KRH68244;Glyma.03G218500;LotjaGi4g1v0139300;Vfaba.Hedin2.R2.5g029995;AT1G06790.1;Zm00001eb319960_P004
MtrunA17_Chr8g0370031;KRH68245;Glyma.03G218500;LotjaGi4g1v0139300;Vfaba.Hedin2.R2.5g029995;AT1G06790.1;Zm00001eb319960_P004
MtrunA17_Chr8g0370041;KRH07821;Glyma.16G112900;LotjaGi4g1v0139400;Vfaba.Hedin2.R2.4g025144;AT5G65950.1;Zm00001eb252650_P001
MtrunA17_Chr8g0370091;KRH18474;Glyma.13G062800;LotjaGi4g1v0139100;Vfaba.Hedin2.R2.4g025156;AT5G48600.2;Zm00001eb291710_P001
MtrunA17_Chr8g0370121;KRH64198;Glyma.04G221800;LotjaGi1g1v0588000_LC;NA;NA;NA
MtrunA17_Chr8g0370161;KRH07810;Glyma.16G112300;LotjaGi3g1v0510600;Vfaba.Hedin2.R2.4g025158;AT5G65960.1;Zm00001eb072790_P001
MtrunA17_Chr8g0370181;KRH07806;Glyma.16G111900;LotjaGi4g1v0138400;Vfaba.Hedin2.R2.1g005922;AT2G17480.1;NA
MtrunA17_Chr8g0370231;KRH64199;Glyma.04G221900;LotjaGi4g1v0138200;Vfaba.Hedin2.R2.4g025164;AT2G17510.1;Zm00001eb002260_P001
MtrunA17_Chr8g0370241;KRH39410;Glyma.09G197000;LotjaGi1g1v0386500_LC;Vfaba.Hedin2.R2.4g025166;AT2G17520.1;Zm00001eb320100_P001
MtrunA17_Chr8g0370261;KRH39412;Glyma.09G197100;LotjaGi4g1v0134800;Vfaba.Hedin2.R2.4g025167;AT3G51480.1;Zm00001eb072720_P003
MtrunA17_Chr8g0370281;KRH39416;Glyma.09G197400;NA;NA;NA;NA
MtrunA17_Chr8g0370281;KRH39417;Glyma.09G197400;NA;NA;NA;NA
MtrunA17_Chr8g0370281;KRH39418;Glyma.09G197400;NA;NA;NA;NA
MtrunA17_Chr8g0370311;KRH39423;Glyma.09G197800;LotjaGi4g1v0135000;Vfaba.Hedin2.R2.4g025168;NA;Zm00001eb429100_P001
MtrunA17_Chr8g0370321;KRH07798;Glyma.16G111500;LotjaGi4g1v0135100;Vfaba.Hedin2.R2.4g025173;AT2G17530.1;Zm00001eb320030_P001
MtrunA17_Chr8g0370321;KRH39422;Glyma.09G197700;LotjaGi4g1v0135100;NA;NA;NA
MtrunA17_Chr8g0370361;KRH55211;Glyma.06G237900;LotjaGi3g1v0045800;Vfaba.Hedin2.R2.4g025175;AT4G10720.1;NA
MtrunA17_Chr8g0370391;KRH39424;Glyma.09G197900;LotjaGi2g1v0354400;Vfaba.Hedin2.R2.4g025182;AT4G35510.1;Zm00001eb228650_P001
MtrunA17_Chr8g0370401;KRH45480;Glyma.08G274300;NA;Vfaba.Hedin2.R2.6g032718;AT2G25570.1;Zm00001eb205580_P001
MtrunA17_Chr8g0370401;KRH45481;Glyma.08G274300;NA;Vfaba.Hedin2.R2.6g032718;AT2G25570.1;Zm00001eb205580_P001
MtrunA17_Chr8g0370421;KRH07877;Glyma.16G116200;LotjaGi2g1v0354800;NA;NA;NA
MtrunA17_Chr8g0370421;KRH39430;Glyma.09G198200;LotjaGi2g1v0354800;Vfaba.Hedin2.R2.4g025186;AT4G35560.1;Zm00001eb073880_P003
MtrunA17_Chr8g0370431;KRH39434;Glyma.09G198300;NA;Vfaba.Hedin2.R2.4g025187;AT1G20693.3;Zm00001eb228620_P001
MtrunA17_Chr8g0370441;KRH39437;Glyma.09G198400;LotjaGi2g1v0355100;Vfaba.Hedin2.R2.4g025188;AT4G16444.1;Zm00001eb320900_P001
MtrunA17_Chr8g0370441;KRH39438;Glyma.09G198400;LotjaGi2g1v0355100;Vfaba.Hedin2.R2.4g025188;AT4G16444.1;Zm00001eb320900_P001
MtrunA17_Chr8g0370441;KRH39439;Glyma.09G198400;LotjaGi2g1v0355100;Vfaba.Hedin2.R2.4g025188;AT4G16444.1;Zm00001eb320900_P001
MtrunA17_Chr8g0370451;KRH39442;Glyma.09G198500;LotjaGi4g1v0136000;Vfaba.Hedin2.R2.4g025193;AT5G66010.1;Zm00001eb344790_P001
MtrunA17_Chr8g0370461;KRH39445;Glyma.09G198700;LotjaGi4g1v0136100;Vfaba.Hedin2.R2.4g025194;AT2G17220.1;Zm00001eb429130_P003
MtrunA17_Chr8g0370591;KRH39448;Glyma.09G198900;LotjaGi2g1v0355500;Vfaba.Hedin2.R2.4g025199;NA;Zm00001eb145860_P001
MtrunA17_Chr8g0370601;KRH73501;Glyma.02G276900;LotjaGi2g1v0388500;Vfaba.Hedin2.R2.1g007868;AT2G18250.1;Zm00001eb231510_P001
MtrunA17_Chr8g0370631;KRH07920;Glyma.16G118400;LotjaGi4g1v0136800;Vfaba.Hedin2.R2.4g025200;NA;NA
MtrunA17_Chr8g0370631;KRH07921;Glyma.16G118400;LotjaGi4g1v0136800;Vfaba.Hedin2.R2.4g025200;NA;NA
MtrunA17_Chr8g0370631;KRH07922;Glyma.16G118400;LotjaGi4g1v0136800;Vfaba.Hedin2.R2.4g025200;NA;NA
MtrunA17_Chr8g0370631;KRH07923;Glyma.16G118400;LotjaGi4g1v0136800;Vfaba.Hedin2.R2.4g025200;NA;NA
MtrunA17_Chr8g0370681;KRH69682;Glyma.02G041900;LotjaGi2g1v0356200;Vfaba.Hedin2.R2.4g025203;AT4G35630.1;Zm00001eb004390_P001
MtrunA17_Chr8g0370691;KRH07934;Glyma.16G118900;LotjaGi2g1v0356600;Vfaba.Hedin2.R2.4g025204;AT4G35260.1;Zm00001eb183760_P001
MtrunA17_Chr8g0370701;KRH69687;Glyma.02G042200;LotjaGi4g1v0137300;Vfaba.Hedin2.R2.4g025205;AT2G17650.1;NA
MtrunA17_Chr8g0370791;KRH07935;Glyma.16G119000;LotjaGi4g1v0137400;Vfaba.Hedin2.R2.4g025211;AT3G51430.1;NA
MtrunA17_Chr8g0370821;KRH69696;Glyma.02G042500;LotjaGi4g1v0137500;Vfaba.Hedin2.R2.4g025217;NA;NA
MtrunA17_Chr8g0370861;KRH69703;Glyma.02G043100;LotjaGi2g1v0356700;NA;NA;NA
MtrunA17_Chr8g0370891;KRH69699;Glyma.02G042700;LotjaGi2g1v0357000;Vfaba.Hedin2.R2.4g025219;NA;Zm00001eb039920_P001
MtrunA17_Chr8g0370921;KRH69698;Glyma.02G042600;LotjaGi2g1v0088100;NA;NA;NA
MtrunA17_Chr8g0370931;KRH07948;Glyma.16G120200;LotjaGi4g1v0134300;Vfaba.Hedin2.R2.4g025223;AT4G35730.1;Zm00001eb321060_P001
MtrunA17_Chr8g0370941;KRH55241;Glyma.06G239500;LotjaGi3g1v0046700;Vfaba.Hedin2.R2.4g025224;AT2G18570.1;NA
MtrunA17_Chr8g0370951;KRH07949;Glyma.16G120300;NA;NA;NA;NA
MtrunA17_Chr8g0370981;KRH69705;Glyma.02G043300;LotjaGi4g1v0134200;Vfaba.Hedin2.R2.4g025225;NA;Zm00001eb187000_P001
MtrunA17_Chr8g0370991;KRH69706;Glyma.02G043400;LotjaGi4g1v0133800;Vfaba.Hedin2.R2.4g025227;AT5G11980.1;Zm00001eb006920_P001
MtrunA17_Chr8g0371031;KRH69707;Glyma.02G043500;LotjaGi4g1v0133700;Vfaba.Hedin2.R2.4g025228;NA;NA
MtrunA17_Chr8g0371111;KRG88663;Glyma.U037400;LotjaGi3g1v0187800_LC;Vfaba.Hedin2.R2.4g025969;NA;NA
MtrunA17_Chr8g0371121;KRH07957;Glyma.16G120900;LotjaGi4g1v0133600;Vfaba.Hedin2.R2.4g025233;AT2G17695.1;Zm00001eb241510_P001
MtrunA17_Chr8g0371131;KRH07958;Glyma.16G121000;LotjaGi4g1v0133500;Vfaba.Hedin2.R2.4g025234;AT3G51380.1;NA
MtrunA17_Chr8g0371181;KRH69710;Glyma.02G043800;LotjaGi2g1v0377400;NA;NA;NA
MtrunA17_Chr8g0371191;KRH69711;Glyma.02G043900;LotjaGi4g1v0338000;Vfaba.Hedin2.R2.4g025237;NA;NA
MtrunA17_Chr8g0371201;KRH69713;Glyma.02G044000;NA;Vfaba.Hedin2.R2.1g007715;AT4G35785.1;Zm00001eb228300_P001
MtrunA17_Chr8g0371311;KRH07983;Glyma.16G122100;LotjaGi4g1v0132700;Vfaba.Hedin2.R2.4g025244;NA;NA
MtrunA17_Chr8g0371321;KRH69725;Glyma.02G044700;LotjaGi4g1v0132800;Vfaba.Hedin2.R2.4g025245;AT3G51370.1;Zm00001eb228190_P001
MtrunA17_Chr8g0371331;RCW19506;Glyma.02G044800;LotjaGi4g1v0132600;Vfaba.Hedin2.R2.4g025249;AT4G35870.1;Zm00001eb402740_P001
MtrunA17_Chr8g0371351;KRH07989;Glyma.16G122500;LotjaGi2g1v0136300;NA;NA;NA
MtrunA17_Chr8g0371371;KRH07991;Glyma.16G122700;LotjaGi4g1v0132200;Vfaba.Hedin2.R2.4g025252;AT2G17760.1;NA
MtrunA17_Chr8g0371391;KRH07997;Glyma.16G123000;LotjaGi4g1v0132000;Vfaba.Hedin2.R2.4g025255;AT5G66090.1;Zm00001eb331770_P001
MtrunA17_Chr8g0371401;KRH69736;Glyma.02G045400;NA;Vfaba.Hedin2.R2.4g025256;NA;NA
MtrunA17_Chr8g0371411;KRH69737;Glyma.02G045500;NA;NA;NA;NA
MtrunA17_Chr8g0371421;KRH08008;Glyma.16G123600;LotjaGi4g1v0131800;Vfaba.Hedin2.R2.4g025257;AT4G19350.1;Zm00001eb415480_P001
MtrunA17_Chr8g0371421;KRH08009;Glyma.16G123600;LotjaGi4g1v0131800;Vfaba.Hedin2.R2.4g025257;AT4G19350.1;Zm00001eb415480_P001
MtrunA17_Chr8g0371431;KRH08014;Glyma.16G123800;LotjaGi4g1v0130900;Vfaba.Hedin2.R2.4g025258;NA;NA
MtrunA17_Chr8g0371431;KRH08015;Glyma.16G123800;LotjaGi4g1v0130900;Vfaba.Hedin2.R2.4g025258;NA;NA
MtrunA17_Chr8g0371431;KRH08016;Glyma.16G123800;LotjaGi4g1v0130900;Vfaba.Hedin2.R2.4g025258;NA;NA
MtrunA17_Chr8g0371431;KRH08017;Glyma.16G123800;LotjaGi4g1v0130900;Vfaba.Hedin2.R2.4g025258;NA;NA
MtrunA17_Chr8g0371451;KRH08022;Glyma.16G123900;LotjaGi4g1v0130800;Vfaba.Hedin2.R2.4g025260;AT4G35930.1;Zm00001eb047460_P004
MtrunA17_Chr8g0371471;KRH69760;Glyma.02G046500;NA;Vfaba.Hedin2.R2.4g025262;NA;NA
MtrunA17_Chr8g0371491;KRH69753;Glyma.02G046000;LotjaGi4g1v0130500;NA;NA;NA
MtrunA17_Chr8g0371501;KRH69754;Glyma.02G046100;LotjaGi1g1v0430100;Vfaba.Hedin2.R2.2g016001;AT2G17800.1;Zm00001eb259660_P001
MtrunA17_Chr8g0371501;KRH69755;Glyma.02G046100;LotjaGi1g1v0430100;Vfaba.Hedin2.R2.2g016001;AT2G17800.1;Zm00001eb259660_P001
MtrunA17_Chr8g0371501;KRH08027;Glyma.16G124400;LotjaGi1g1v0430100;Vfaba.Hedin2.R2.2g016001;AT2G17800.1;Zm00001eb259660_P001
MtrunA17_Chr8g0371501;KRH08028;Glyma.16G124400;LotjaGi1g1v0430100;Vfaba.Hedin2.R2.2g016001;AT2G17800.1;Zm00001eb259660_P001
MtrunA17_Chr8g0371501;KRH08029;Glyma.16G124400;LotjaGi1g1v0430100;Vfaba.Hedin2.R2.2g016001;AT2G17800.1;Zm00001eb259660_P001
MtrunA17_Chr8g0371511;KRH08030;Glyma.16G124500;LotjaGi4g1v0130200;Vfaba.Hedin2.R2.4g025268;AT5G66130.1;Zm00001eb398900_P003
MtrunA17_Chr8g0371521;KRH08032;Glyma.16G124700;LotjaGi4g1v0130100;Vfaba.Hedin2.R2.4g025270;AT3G51280.1;Zm00001eb103750_P001
MtrunA17_Chr8g0371551;KRH08033;Glyma.16G124800;NA;Vfaba.Hedin2.R2.4g025271;AT4G35980.1;Zm00001eb428230_P002
MtrunA17_Chr8g0371561;KRG99236;Glyma.18G132000;NA;NA;NA;NA
MtrunA17_Chr8g0371571;KRH69759;Glyma.02G046400;LotjaGi2g1v0410600;NA;NA;NA
MtrunA17_Chr8g0371581;KRH69763;Glyma.02G046800;LotjaGi4g1v0129600;Vfaba.Hedin2.R2.4g025279;AT5G66150.1;Zm00001eb026330_P001
MtrunA17_Chr8g0371601;KRH08036;Glyma.16G125100;LotjaGi4g1v0129800;Vfaba.Hedin2.R2.4g025280;NA;NA
